,title_id,actor
21,80216180,Hikaru Yuki
22,80216180,Miyako Kobayashi
23,80216180,Mutsuki Arisawa
24,80216180,Koharu Nogata
25,80216180,Tomoka Kuzutani
26,80216180,Madoka Yokoyama
27,80216180,Madoka Hiraide
28,80216180,Ayako Takamura
29,80216180,Yuki Arimoto
30,80216180,Yuto Kazama
31,80216180,Arisa Takami
32,80216180,Chika Sakamoto
0,80244846,Dolly Parton
1,80244846,Julianne Hough
2,80244846,Kimberly Williams-Paisley
3,80244846,Dallas Roberts
4,80244846,Melissa Leo
5,80244846,Andy Mientus
6,80244846,Katie Stevens
7,80244846,Michael J. Willett
8,80244846,Aidan Langford
9,80244846,Ray McKinnon
10,80244846,Delta Burke
11,80244846,Gerald McRaney
12,80244846,Ben Lawson
13,80244846,Brooke Elliott
14,80244846,Michele Weaver
15,80244846,Tim Reid
16,80244846,Sarah Shahi
17,80244846,Rochelle Aytes
18,80244846,Jessica Collins
19,80244846,Tammy Lynn Michaels
20,80244846,Robert Taylor
21,80244846,Holly Taylor
22,80244846,Shane Paul McGhie
23,80244846,Mary Lane Haskell
24,80244846,Camryn Manheim
25,80244846,Bellamy Young
26,80244846,Patricia Wettig
27,80244846,Timothy Busfield
28,80244846,Tom Brittney
29,80244846,Virginia Gardner
30,80244846,Colin O'Donoghue
31,80244846,Willa Fitzgerald
32,80244846,David Denman
33,80244846,Vanessa Rubio
34,80244846,Mac Davis
35,80244846,Kathleen Turner
36,80244846,Ginnifer Goodwin
37,80244846,Kyle Bornheimer
38,80244846,Tyler Crumley
39,80244846,Mary Donnelly Haskell
40,80244846,Ed Amatrudo
0,80159876,Mai Fuchigami
1,80159876,Ai Kayano
2,80159876,Mami Ozaki
3,80159876,Ikumi Nakagami
4,80159876,Yuka Iguchi
5,80159876,Misato Fukuen
6,80159876,Mikako Takahashi
7,80159876,Kana Ueda
8,80159876,Mika Kikuchi
9,80159876,Maya Yoshioka
0,70091304,Mike Birbiglia
0,80244700,Victor Lamoglia
1,80244700,Júlia Rabello
2,80244700,Kéfera Buchmann
3,80244700,Augusto Madeira
4,80244700,Danilo de Moura
5,80244700,Leandro Ramos
6,80244700,Telma Souza
7,80244700,Priscila Sol
8,80244700,Wallie Ruy
9,80244700,Maurício de Barros
10,80244700,Hermínio Ribeiro
0,81218074,Carroll Shelby
0,80245262,Nicole Ong
1,80245262,Mae Tan
2,80245262,Sukki Singapora
3,80245262,Vinny Sharp
4,80245262,Paul Foster
5,80245262,Tabitha Nauser
0,80199682,Kurt Russell
1,80199682,Darby Camp
2,80199682,Judah Lewis
3,80199682,Kimberly Williams-Paisley
4,80199682,Oliver Hudson
5,80199682,Lamorne Morris
6,80199682,Martin Roach
0,80214115,Woo-hee Chun
1,80214115,Joo-hyuk Kim
2,80214115,Won-sang Park
0,80203522,Barbra Streisand
0,80097141,Jeff Daniels
1,80097141,Michelle Dockery
2,80097141,Jack O'Connell
3,80097141,Scoot McNairy
4,80097141,Merritt Wever
5,80097141,Thomas Brodie-Sangster
6,80097141,Sam Waterston
7,80097141,Tantoo Cardinal
0,80107037,Ranodeep Bose
1,80107037,Soumendra Bhattacharya
2,80107037,Subholina Sen
3,80107037,Ananya Biswas
0,80077402,James Wolk
1,80077402,Caitlin Fitzgerald
2,80077402,Tom Lipinski
3,80077402,Dan Ziskie
4,80077402,Michael Godere
5,80077402,Michael Donovan
6,80077402,Dion Graham
7,80077402,Constance Barron
0,80107219,Joyraj Bhattacharya
1,80107219,Rii
2,80107219,Soumyak Kanti DeBiswas
3,80107219,Anubrata Basu
4,80107219,Tillotama Shome
5,80107219,Maya Tideman
6,80107219,Tinu Verghese
7,80107219,Immaduddin Shah
8,80107219,Sayani Gupta
0,60023606,Harrison Ford
1,60023606,Liam Neeson
2,60023606,Peter Sarsgaard
3,60023606,Sam Spruell
4,60023606,Joss Ackland
5,60023606,Peter Stebbings
6,60023606,Christian Camargo
7,60023606,Sam Redford
8,60023606,John Shrapnel
9,60023606,Donald Sumpter
0,80241539,Carl Malapa
1,80241539,Nemo Schiffman
2,80241539,Manon Bresch
3,80241539,Corentin Fila
4,80241539,Anaïs Thomas
5,80241539,Firmine Richard
6,80241539,Raphaëlle Agogué
7,80241539,Marvin Dubart
8,80241539,Léa Léviant
9,80241539,Assa Sylla
10,80241539,Stéphane Brel
0,81026188,Vanessa Hudgens
1,81026188,Josh Whitehouse
2,81026188,Emmanuelle Chriqui
3,81026188,Harry Jarvis
4,81026188,Mimi Gianopulos
5,81026188,Ella Kenion
6,81026188,Jean-Michel Le Gal
7,81026188,Arnold Pinnock
0,80080109,Brian De Palma
0,80993625,Nuengthida Sophon
1,80993625,Keerati Mahaprukpong
2,80993625,Arak Amornsupasiri
3,80993625,Malinee Adelaide Coates
0,80988835,Paco León
1,80988835,Carmen Machi
2,80988835,Luis Bermejo
3,80988835,Maribel del Pino
4,80988835,Maite Sandoval
5,80988835,Arlette Torres
6,80988835,Marisol Aznar
7,80988835,María José Sarrate
8,80988835,Manuel Huedo
9,80988835,Artur Busquets
0,80208104,Ashleigh Ball
1,80208104,Lili Beaudoin
2,80208104,Charles Demers
3,80208104,Rebecca Husain
4,80208104,Erin Mathews
0,80134827,Brian Regan
0,80127558,Robert Reich
0,80158084,Mike Vogel
1,80158084,Erika Christensen
2,80158084,Faye Dunaway
3,80158084,Robert Forster
4,80158084,Frankie Faison
5,80158084,Mike Pniewski
0,80124725,Carlos Ballarta
0,70267398,Naomi Watts
1,70267398,Robin Wright
2,70267398,Xavier Samuel
3,70267398,James Frecheville
4,70267398,Ben Mendelsohn
5,70267398,Jessica Tovey
6,70267398,Sophie Lowe
7,70267398,Gary Sweet
8,70267398,Alyson Standen
9,70267398,Skye Sutherland
10,70267398,Sarah Henderson
0,81152643,Vayu Kessuvit
1,81152643,Ekapol Deebunmee
2,81152643,Nuttapong Boonyuen
3,81152643,Thanadol Auepongs
4,81152643,Martin Sidel
5,81152643,Nichaphat Chatchaipholrat
6,81152643,Narupornkamol Chaisang
7,81152643,Jidapa Siribunchawan
8,81152643,Hortnarong Teng
9,81152643,Everest Moe
10,81152643,Le Trung Hieu
0,80108983,Matthew Espinosa
1,80108983,Sarah Jeffery
2,80108983,Allison Paige
3,80108983,Tava Smiley
4,80108983,Caitlin Keats
5,80108983,LaMonica Garrett
6,80108983,Mahaley Patel
7,80108983,Mason McCulley
8,80108983,Liana Ramirez
0,292118,Mike Judge
1,292118,Bruce Willis
2,292118,Demi Moore
3,292118,Cloris Leachman
4,292118,Robert Stack
5,292118,Jacqueline Barba
6,292118,Pamela Blair
7,292118,Eric Bogosian
8,292118,Kristofor Brown
9,292118,Tony Darling
10,292118,David Letterman
0,70003046,Faizon Love
1,70003046,Vanessa Bell Calloway
2,70003046,Wayne Collins
3,70003046,Jonell Green
4,70003046,Marques Houston
5,70003046,Tone-Loc
6,70003046,Myra J.
7,70003046,Nell Carter
0,80221584,Bikram Choudhury
0,70053833,Samuel L. Jackson
1,70053833,Christina Ricci
2,70053833,Justin Timberlake
3,70053833,S. Epatha Merkerson
4,70053833,John Cothran
5,70053833,David Banner
6,70053833,Michael Raymond-James
7,70053833,Adriane Lenox
8,70053833,Kim Richards
9,70053833,Neimus K. Williams
0,70122722,Lou Taylor Pucci
1,70122722,Chris Pine
2,70122722,Piper Perabo
3,70122722,Emily VanCamp
4,70122722,Christopher Meloni
5,70122722,Kiernan Shipka
6,70122722,Ron McClary
7,70122722,Mark Moses
0,81217738,Anand Deverakonda
1,81217738,Shivatmika Rajasekhar
2,81217738,Kannada Kishore
0,80081990,Bill Ferguson
1,80081990,Ryan Ferguson
0,60004471,David Duchovny
1,60004471,Julianne Moore
2,60004471,Orlando Jones
3,60004471,Seann William Scott
4,60004471,Ted Levine
5,60004471,Ethan Suplee
6,60004471,Michael Bower
7,60004471,Pat Kilbane
8,60004471,Ty Burrell
9,60004471,Dan Aykroyd
0,60022413,Sally Field
1,60022413,Kiefer Sutherland
2,60022413,Ed Harris
3,60022413,Beverly D'Angelo
4,60022413,Charlayne Woodard
5,60022413,Joe Mantegna
6,60022413,Olivia Burnette
7,60022413,Alexandra Kyle
8,60022413,Keith David
9,60022413,Philip Baker Hall
0,81011957,Corinna Harfouch
1,81011957,Christiane Paul
2,81011957,Svenja Jung
3,81011957,Leonie Benesch
4,81011957,Anita Vulesica
5,81011957,Barbara Nüsse
6,81011957,Hans-Uwe Bauer
7,81011957,Lorna zu Solms
8,81011957,Tilda Jenkins
9,81011957,Emilie Neumeister
10,81011957,Golo Euler
11,81011957,Dennis Herrmann
12,81011957,Maik Solbach
13,81011957,Merlin Rose
0,70058022,Andy Samberg
1,70058022,Jorma Taccone
2,70058022,Bill Hader
3,70058022,Danny McBride
4,70058022,Isla Fisher
5,70058022,Sissy Spacek
6,70058022,Ian McShane
7,70058022,Will Arnett
8,70058022,Chris Parnell
9,70058022,Chester Tam
0,60022502,Kirstie Alley
1,60022502,Steve Guttenberg
2,60022502,Mary-Kate Olsen
3,60022502,Ashley Olsen
4,60022502,Philip Bosco
5,60022502,Jane Sibbett
0,80244683,Lorena Ramírez
0,80028357,Lily Collins
1,80028357,Sam Claflin
2,80028357,Christian Cooke
3,80028357,Jamie Beamish
4,80028357,Suki Waterhouse
5,80028357,Tamsin Egerton
6,80028357,Jaime Winstone
7,80028357,Lorcan Cranitch
0,81217739,Jhansi
1,81217739,Priyadarshi Pullikonda
2,81217739,Ananya Nagalla
0,60031884,Henry Fonda
1,60031884,Charles Bronson
2,60031884,Claudia Cardinale
3,60031884,Jason Robards
4,60031884,Gabriele Ferzetti
5,60031884,Paolo Stoppa
6,60031884,Woody Strode
7,60031884,Jack Elam
8,60031884,Keenan Wynn
9,60031884,Frank Wolff
10,60031884,Lionel Stander
0,70117289,Jay Baruchel
1,70117289,Alice Eve
2,70117289,T.J. Miller
3,70117289,Mike Vogel
4,70117289,Nate Torrence
5,70117289,Krysten Ritter
6,70117289,Geoff Stults
7,70117289,Lindsay Sloane
8,70117289,Andrew Daly
9,70117289,Jasika Nicole
10,70117289,Kyle Bornheimer
0,28631236,Molly Shannon
1,28631236,Will Ferrell
2,28631236,Elaine Hendrix
3,28631236,Harland Williams
4,28631236,Mark McKinney
5,28631236,Glynis Johns
6,28631236,Jason Blicker
7,28631236,Gerry Bamman
8,28631236,Emmy Laybourne
9,28631236,Jennifer Irwin
10,28631236,Tom Green
0,70121502,Jamie Bell
1,70121502,Andy Serkis
2,70121502,Daniel Craig
3,70121502,Nick Frost
4,70121502,Simon Pegg
5,70121502,Daniel Mays
6,70121502,Gad Elmaleh
7,70121502,Toby Jones
8,70121502,Joe Starr
0,70215455,Fernanda Andrade
1,70215455,Simon Quarterman
2,70215455,Evan Helmuth
3,70215455,Ionut Grama
4,70215455,Suzan Crowley
5,70215455,Bonnie Morgan
6,70215455,Brian Johnson
0,506464,Bette Midler
1,506464,Goldie Hawn
2,506464,Diane Keaton
3,506464,Maggie Smith
4,506464,Dan Hedaya
5,506464,Sarah Jessica Parker
6,506464,Stockard Channing
7,506464,Victor Garber
8,506464,Stephen Collins
9,506464,Marcia Gay Harden
10,506464,Jennie Dundas
11,506464,Elizabeth Berkley
12,506464,Eileen Heckart
13,506464,Bronson Pinchot
14,506464,Rob Reiner
0,60003508,Cate Blanchett
1,60003508,Giovanni Ribisi
2,60003508,Keanu Reeves
3,60003508,Katie Holmes
4,60003508,Greg Kinnear
5,60003508,Hilary Swank
6,60003508,Michael Jeter
7,60003508,Kim Dickens
8,60003508,Gary Cole
9,60003508,Rosemary Harris
10,60003508,J.K. Simmons
11,60003508,Chelcie Ross
12,60003508,John Beasley
0,70105132,Jeremy Piven
1,70105132,Ving Rhames
2,70105132,James Brolin
3,70105132,David Koechner
4,70105132,Kathryn Hahn
5,70105132,Ed Helms
6,70105132,Jordana Spiro
7,70105132,Tony Hale
8,70105132,Ken Jeong
9,70105132,Rob Riggle
10,70105132,Kristen Schaal
11,70105132,Alan Thicke
12,70105132,Jonathan Sadowski
13,70105132,Joey Kern
14,70105132,Craig Robinson
0,60004083,Burt Reynolds
1,60004083,Eddie Albert
2,60004083,Ed Lauter
3,60004083,James Hampton
4,60004083,Charles Tyner
5,60004083,Bernadette Peters
6,60004083,Richard Kiel
7,60004083,Joe Dorsey
8,60004083,Joe Jackson
9,60004083,Harry Caesar
10,60004083,John Steadman
11,60004083,Jim Nicholson
12,60004083,Tony Cacciotti
0,70087538,Mike Myers
1,70087538,Jessica Alba
2,70087538,Justin Timberlake
3,70087538,Ben Kingsley
4,70087538,Romany Malco
5,70087538,Meagan Good
6,70087538,Verne Troyer
7,70087538,Omid Djalili
8,70087538,Telma Hopkins
0,1181661,Matt Damon
1,1181661,Danny DeVito
2,1181661,Claire Danes
3,1181661,Jon Voight
4,1181661,Mary Kay Place
5,1181661,Dean Stockwell
6,1181661,Teresa Wright
7,1181661,Virginia Madsen
8,1181661,Mickey Rourke
9,1181661,Andrew Shue
0,60011552,Johnny Depp
1,60011552,Leonardo DiCaprio
2,60011552,Juliette Lewis
3,60011552,Mary Steenburgen
4,60011552,Darlene Cates
5,60011552,Laura Harrington
6,60011552,Mary Kate Schellhardt
7,60011552,Kevin Tighe
8,60011552,John C. Reilly
9,60011552,Crispin Glover
0,70044693,Nicolas Cage
1,70044693,Michael Peña
2,70044693,Maggie Gyllenhaal
3,70044693,Maria Bello
4,70044693,Stephen Dorff
5,70044693,Jay Hernandez
6,70044693,Michael Shannon
7,70044693,Frank Whaley
8,70044693,Jon Bernthal
9,70044693,Morgan Flynn
10,70044693,Nick Damici
11,70044693,Viola Davis
12,70044693,William Mapother
0,70173046,Charlize Theron
1,70173046,Patton Oswalt
2,70173046,Patrick Wilson
3,70173046,Elizabeth Reaser
4,70173046,Jill Eikenberry
5,70173046,Mary Beth Hurt
6,70173046,Collette Wolfe
7,70173046,Richard Bekins
8,70173046,Kate Nowlin
0,70039187,Dennis Quaid
1,70039187,Rene Russo
2,70039187,Sean Faris
3,70039187,Katija Pevec
4,70039187,Dean Collins
5,70039187,Tyler Patrick Jones
6,70039187,Haley Ramm
7,70039187,Brecken Palmer
8,70039187,Bridger Palmer
9,70039187,Ty Panitz
0,70044686,Mark Ruffalo
1,70044686,Jake Gyllenhaal
2,70044686,Robert Downey Jr.
3,70044686,Anthony Edwards
4,70044686,Brian Cox
5,70044686,Elias Koteas
6,70044686,Donal Logue
7,70044686,John Carroll Lynch
8,70044686,Dermot Mulroney
9,70044686,Chloë Sevigny
0,80180600,Charlie Adler
1,80180600,Mark Hamill
2,80180600,Jess Harnell
3,80180600,Phil LaMarr
4,80180600,Josh Keaton
5,80180600,Mikey Kelley
6,80180600,Amy Margolis
7,80180600,Wendie Malick
8,80180600,Kevin Michael Richardson
9,80180600,Candi Milo
10,80180600,Laraine Newman
0,80989043,Kaitlyn Maher
1,80989043,Mackenzie Sol
2,80989043,Makenzie Moss
3,80989043,David DeLuise
4,80989043,George Newbern
5,80989043,Reggie De Leon
6,80989043,Diedrich Bader
7,80989043,Chloe Coleman
8,80989043,Oakley Bull
9,80989043,Dillon Fontana
10,80989043,vivienne Rutherford
11,80989043,Tyreese Burnett
0,81021831,Luna Maya
1,81021831,Christian Sugiono
2,81021831,Sara Wijayanto
3,81021831,Jeremy Thomas
4,81021831,Richelle Georgette Skornicki
5,81021831,Rizky Hanggono
6,81021831,Asri Handayani
0,81021832,Raditya Dika
1,81021832,Cinta Laura Kiehl
2,81021832,Samuel Rizal
3,81021832,Willy Dozan
4,81021832,Abdur Arsyad
5,81021832,Hifdzi Khoir
6,81021832,Romy Rafael
7,81021832,Ria Ricis
8,81021832,Anggika Bolsterli
0,80201866,Andrew Knowlton
0,80239932,Trevor Noah
0,81215856,Isabela Moner
1,81215856,Jaheem Toombs
2,81215856,Owen Joyner
3,81215856,Jack De Sena
4,81215856,Brady Reiter
5,81215856,Lisa Arch
6,81215856,Stephanie Escajeda
0,81214223,Drake Bell
1,81214223,Daniella Monet
2,81214223,David Lewis
3,81214223,Susanne Blakeslee
4,81214223,Daran Norris
5,81214223,Scott Baio
6,81214223,Devon Weigel
7,81214223,Ella Anderson
8,81214223,Carter Hastings
0,80045925,Brec Bassinger
1,80045925,Coy Stewart
2,80045925,Jackie Radinsky
3,80045925,Buddy Handleson
4,80045925,Lilimar
5,80045925,Haley Tju
6,80045925,Dorien Wilson
7,80045925,Rio Mangini
8,80045925,Annie Tedesco
0,80027560,Kendall Schmidt
1,80027560,James Maslow
2,80027560,Carlos PenaVega
3,80027560,Logan Henderson
4,80027560,Ciara Bravo
5,80027560,Challen Cates
6,80027560,Tanya Chisholm
7,80027560,Stephen Kramer Glickman
8,80027560,Trevor Devall
9,80027560,Christopher Shyer
0,70135899,Katie Holmes
1,70135899,Guy Pearce
2,70135899,Bailee Madison
3,70135899,Jack Thompson
4,70135899,Garry McDonald
5,70135899,Alan Dale
6,70135899,Julia Blake
7,70135899,Edwina Ritchard
8,70135899,Emilia Burns
9,70135899,Guillermo del Toro
0,81215437,Casey Simpson
1,81215437,Breanna Yde
2,81215437,Klarke Pipkin
3,81215437,Angel Luis Rivera Jr.
4,81215437,Russell Roberts
5,81215437,Ty Consiglio
6,81215437,Hayley Scherpenisse
7,81215437,Patti Allan
8,81215437,Katey Hoffman
0,81215438,Mason Vale Cotton
1,81215438,Benjamin Flores Jr.
2,81215438,Francesca Smith
3,81215438,Alfred Molina
4,81215438,Dan Castellaneta
5,81215438,Tress MacNeille
6,81215438,Craig Bartlett
7,81215438,Carlos Alazraqui
0,81214187,Ciara Bravo
1,81214187,Jacob Bertrand
2,81214187,Elena Kampouris
3,81214187,Jack Griffo
4,81214187,Donavon Stinson
5,81214187,Keegan Connor Tracy
6,81214187,Jay Brazeau
0,80160987,Isabela Moner
1,80160987,Jet Jurgensmeyer
2,80160987,Colin Critchley
3,80160987,Kirk Fogg
4,80160987,Dee Bradley Baker
0,81215439,Rahart Adams
1,81215439,Brec Bassinger
2,81215439,Tiera Skovbye
3,81215439,Larissa Albuquerque
4,81215439,Sarah Grey
5,81215439,Drew Tanner
6,81215439,Pauline Egan
7,81215439,Alex Zahara
8,81215439,Samuel Patrick Chu
0,70178618,Sara Paxton
1,70178618,Dustin Milligan
2,70178618,Chris Carmack
3,70178618,Katharine McPhee
4,70178618,Donal Logue
5,70178618,Joshua Leonard
6,70178618,Sinqua Walls
7,70178618,Chris Zylka
8,70178618,Alyssa Diaz
9,70178618,Joel David Moore
0,70292700,Victoria Justice
1,70292700,Chase Ellison
2,70292700,Anna Galvin
3,70292700,Matt Winston
4,70292700,Jillian Marie
5,70292700,Valerie Tian
6,70292700,Kerry James
7,70292700,Andrea Brooks
8,70292700,Christie Laing
9,70292700,Cainan Wiebe
10,70292700,Brooke Shields
11,70292700,Brooke D'Orsay
12,70292700,Steven Grayhm
0,81214214,Garrett Ryan
1,81214214,Adam Hochstetter
2,81214214,Haley Tju
3,81214214,Brianne Tju
4,81214214,Jenna Ortega
5,81214214,Aaron Eisenberg
6,81214214,Celestial
7,81214214,Richard Balin
0,81020531,Ana Caetano
1,81020531,Vitória Falcão
2,81020531,Clarissa Müller
3,81020531,Bruce Gomlevsky
4,81020531,Thati Lopes
5,81020531,Caique Nogueira
6,81020531,Érika Mader
7,81020531,Victor Lamoglia
8,81020531,Gabriela Nunes
9,81020531,Bryan Ruffo
10,81020531,Hamilton Dias
0,80215086,Sahana Srinivasan
1,80215086,Alie Ward
2,80215086,Ben Seidman
0,80242446,Kat Graham
1,80242446,Quincy Brown
2,80242446,Ethan Peck
3,80242446,Ron Cephas Jones
4,80242446,Genelle Williams
5,80242446,Ali Hassan
6,80242446,Rodrigo Fernandez-Stoll
7,80242446,Laura de Carteret
8,80242446,Kevin Hanchard
9,80242446,Romaine Waite
0,80241877,Lapassalal Jiravechsoontornkul
1,80241877,Nontanun Anchuleepradit
2,80241877,Thanabordee Jaiyen
3,80241877,Pamiga Sooksawee
4,80241877,Pongsathon Laiwrakoran
5,80241877,Nara Thepnupa
6,80241877,Premanan Sripanich
7,80241877,Tanutchai Wijitvongtong
8,80241877,Wasu Sansingkeaw
9,80241877,Arpasiri Nitipon
0,80085566,John Huston
1,80085566,Oja Kodar
2,80085566,Peter Bogdanovich
3,80085566,Susan Strasberg
4,80085566,Robert Random
5,80085566,Lilli Palmer
6,80085566,Norman Foster
7,80085566,Edmond O'Brien
8,80085566,Mercedes McCambridge
9,80085566,Cameron Mitchell
10,80085566,Paul Stewart
0,80124722,Orson Welles
1,80124722,Alan Cumming
0,70243696,David Morrissey
1,70243696,Eddie Marsan
2,70243696,Aidan Gillen
3,70243696,O.T. Fagbenle
4,70243696,Lorraine Ashbourne
5,70243696,Sandra Oh
6,70243696,Tom Brooke
7,70243696,Joe Absolom
0,70243692,David Morrissey
1,70243692,Eddie Marsan
2,70243692,Aidan Gillen
3,70243692,O. T. Fagbenle
4,70243692,Lorraine Ashbourne
5,70243692,Natascha McElhone
6,70243692,Sara Lloyd-Gregory
7,70243692,Aisling Loftus
8,70243692,Sarah Niles
9,70243692,Joshua Close
10,70243692,Brian McCardie
0,81073633,Iliza Shlesinger
0,81152642,Wanida Termthanaporn
1,81152642,Jason Young
2,81152642,Thanawin Teeraphosukarn
3,81152642,Thanabordee Jaiyen
4,81152642,Chonnikan Netjui
5,81152642,Passaranan Ussadamongkol
6,81152642,Janya Thanasawangkun
7,81152642,Jaturong Mokjok
8,81152642,Panadda Wongphudee️️
0,81105522,Santiago Artemis
0,70230138,Donald Glover
0,70083532,Stacy Keach
0,80177865,Suk-kyu Han
1,80177865,Rae-won Kim
2,80177865,Kyeong-yeong Lee
3,80177865,Woong-in Jeong
4,80177865,Jae-yun Jo
5,80177865,Sung-rok Shin
6,80177865,Kim Sung-kyun
7,80177865,Kwak Min-ho
0,80117534,Colin Quinn
0,80115031,Déborah Lukumuena
1,80115031,Jisca Kalvanda
2,80115031,Kévin Mischel
3,80115031,Majdouline Idrissi
4,80115031,Oulaya Amamra
5,80115031,Yasin Houicha
0,80120640,Ana María Estupiñán
1,80120640,Sebastian Eslava
2,80120640,Juan Sebastián Aragón
3,80120640,Diego Vásquez
4,80120640,Carlos Velazquez
5,80120640,Marcela Benjumea
6,80120640,Melisa Caceres
7,80120640,Michelle Orozco
8,80120640,Alberto Cardeño
9,80120640,Constanza Camelo
10,80120640,Fernando Arévalo
0,80079470,Victoria Justice
1,80079470,Pierson Fode
2,80079470,Matthew Daddario
3,80079470,Ryan Ward
4,80079470,Griffin Newman
5,80079470,Monique Coleman
6,80079470,Danny Flaherty
0,70127998,Corey Feldman
1,70127998,Tony Todd
2,70127998,Tara Leigh
3,70127998,Erin Way
4,70127998,Mark Alan
5,70127998,Stuart Pankin
0,81191473,Ruby Zhan
1,81191473,Suun Lin
2,81191473,Sunnie Wang
3,81191473,Dean Tang
4,81191473,Lain Lu
5,81191473,Cheng Ko
6,81191473,Jacqueline Zhu
7,81191473,Chen Wen-shan
8,81191473,Ada Pan
0,81019520,Yang Mi
1,81019520,Mark Chao
2,81019520,Dilraba Dilmurat
3,81019520,Ken Chang
4,81019520,Vengo Gao
5,81019520,Huang Mengying
0,80160504,Aracely Arámbula
1,80160504,David Chocarro
2,80160504,Danna Paola
3,80160504,Rebecca Jones
4,80160504,Odiseo Bichir
5,80160504,Gabriela Roel
6,80160504,Andrea Martí
7,80160504,Juan Ríos Cantú
8,80160504,Diego Soldano
9,80160504,Daniela Bascopé
0,80158168,Maritza Rodríguez
1,80158168,Carlos Ponce
2,80158168,Marimar Vega
3,80158168,Adriana Barraza
4,80158168,Marcela Guirado
5,80158168,Ricardo Abarca
6,80158168,Thali García
7,80158168,Alexandra Pomales
8,80158168,Briggitte Bozzo
9,80158168,Santiago Torres
10,80158168,Patricio Gallardo
11,80158168,Roberto Escobar
12,80158168,Samantha Dagnino
13,80158168,Raury Rolander
14,80158168,Vince Miranda
15,80158168,Javier Valcárcel
0,80160759,Rose McIver
1,80160759,Ben Lamb
2,80160759,Alice Krige
3,80160759,Honor Kneafsey
0,80209608,Jim Carrey
0,80182622,Tarun Ratnani
1,80182622,Smita Malhotra
2,80182622,Deepak Chachra
0,80175694,Carey Mulligan
1,80175694,Jason Clarke
2,80175694,Mary J. Blige
3,80175694,Garrett Hedlund
4,80175694,Jason Mitchell
5,80175694,Rob Morgan
6,80175694,Jonathan Banks
0,80016471,Nicola Lambo
1,80016471,Evan Boymel
2,80016471,John P. Fowler
3,80016471,Erica Duke
4,80016471,Ezra James Colbert
0,80123729,Indira Varma
1,80123729,Robert Glenister
2,80123729,Dino Fetscher
3,80123729,Neil Stuke
4,80123729,Christiane Paul
5,80123729,Lesley Sharp
6,80123729,Kevin Doyle
0,70189289,Ryan Gosling
1,70189289,Carey Mulligan
2,70189289,Bryan Cranston
3,70189289,Christina Hendricks
4,70189289,Ron Perlman
5,70189289,Oscar Isaac
6,70189289,Albert Brooks
7,70189289,Kaden Leos
8,70189289,Jeff Wolfe
9,70189289,James Biberi
0,80013267,Jeff Dunham
0,80046819,Carey Mulligan
1,80046819,Helena Bonham Carter
2,80046819,Brendan Gleeson
3,80046819,Anne-Marie Duff
4,80046819,Ben Whishaw
5,80046819,Romola Garai
6,80046819,Meryl Streep
7,80046819,Finbar Lynch
8,80046819,Natalie Press
9,80046819,Samuel West
10,80046819,Geoff Bell
11,80046819,Amanda Lawrence
12,80046819,Shelley Longworth
0,70293315,Ignacia Allamand
1,70293315,Daryl Sabara
2,70293315,Nicolás Martínez
3,70293315,Lorenza Izzo
4,70293315,Ariel Levy
5,70293315,Magda Apanowicz
6,70293315,Sky Ferreira
7,70293315,Kirby Bliss Blanton
8,70293315,Aaron Burns
9,70293315,Ramón Llao
10,70293315,Richard Burgi
0,80177400,Madeline Brewer
1,80177400,Patch Darragh
2,80177400,Melora Walters
3,80177400,Devin Druid
4,80177400,Imani Hakim
5,80177400,Michael Dempsey
6,80177400,Flora Diaz
7,80177400,Samantha Robinson
8,80177400,Jessica Parker Kennedy
9,80177400,Quei Tann
0,81037898,Asri Bendacha
0,80997085,Michael Peña
1,80997085,Diego Luna
2,80997085,Tenoch Huerta
3,80997085,Joaquin Cosio
4,80997085,José María Yazpik
5,80997085,Matt Letscher
6,80997085,Alyssa Diaz
0,81004099,Bérénice Bejo
1,81004099,Suzanne Clément
2,81004099,Stéphane De Groodt
3,81004099,Vincent Elbaz
4,81004099,Grégory Gadebois
5,81004099,Doria Tillier
6,81004099,Roschdy Zem
7,81004099,Fleur Fitoussi
0,80200267,Liam Neeson
1,80200267,James Franco
2,80200267,Tim Blake Nelson
3,80200267,Tom Waits
4,80200267,Zoe Kazan
5,80200267,Brendan Gleeson
0,80242926,Vanessa Hudgens
1,80242926,Sam Palladio
2,80242926,Nick Sagar
3,80242926,Suanne Braun
4,80242926,Mark Fleischmann
5,80242926,Amy Griffiths
6,80242926,Sara Stewart
7,80242926,Pavel Douglas
8,80242926,Robin Soans
9,80242926,Calliope Taylor
10,80242926,Natali Yura
11,80242926,Alexa Adeosun
0,80216621,Anitta
0,70113538,Elijah Wood
1,70113538,John C. Reilly
2,70113538,Jennifer Connelly
3,70113538,Christopher Plummer
4,70113538,Crispin Glover
5,70113538,Martin Landau
6,70113538,Fred Tatasciore
7,70113538,Alan Oppenheimer
8,70113538,Tom Kane
0,81179844,Angela Chang
1,81179844,Ambrose Hui
2,81179844,Wallace Huo
3,81179844,Jill Hsu
4,81179844,Lin Wei Jun
5,81179844,Josie Leung
6,81179844,Mountain Kao
7,81179844,Liang Hsiu-shen
0,80244457,Alicia Vikander
1,80244457,Riley Keough
2,80244457,Naoki Kobayashi
3,80244457,Jack Huston
4,80244457,Kiki Sukezane
5,80244457,Yoshiko Sakuma
6,80244457,Ken Yamamura
